0,412
1.000008333,436.3218648
2.000016667,447.9646396
3.000025,453.1448821
4.000033334,455.5259216
5.000041667,456.7423529
6.00005,457.3613321
7.000058334,457.7071731
8.000066667,457.8391054
9.000075001,457.9100349
10.00008333,457.9341511
11.00009167,457.9485994
12.0001,457.9676921
13.00010833,457.9869596
14.00011667,458.0073336
15.000125,458.0277075
16.00013333,458.0480814
17.00014167,458.0684553
18.00015,458.0888292
19.00015833,458.1092031
20.00016667,458.129577
21.000175,458.1499509
22.00018333,458.1703248
23.00019167,458.1906987
24.0002,458.2110727
25.00020834,458.2314466
26.00021667,458.2518205
27.000225,458.2721944
28.00023334,458.2923956
29.00024167,458.3123443
30.00025,458.3322929
31.00025834,458.3522415
32.00026667,458.3721902
33.000275,458.3921388
34.00028334,458.4120875
35.00029167,458.4320361
36.0003,458.4519847
37.00030834,458.4719334
38.00031667,458.491882
39.000325,458.5118307
40.00033334,458.5317793
41.00034167,458.5517279
42.00035,458.5716766
43.00035834,458.5915724
44.00036667,458.6112129
45.000375,458.6308534
46.00038334,458.650494
47.00039167,458.6701345
48.0004,458.689775
49.00040834,458.7094155
50.00041667,458.729056
51.000425,458.7486966
52.00043334,458.7683371
53.00044167,458.7879776
54.00045,458.8076181
55.00045834,458.8272586
56.00046667,458.8468991
57.000475,458.8665397
58.00048334,458.8861802
59.00049167,458.9041537
60.0005,458.9220147
61.00050834,458.9398758
62.00051667,458.9577368
63.000525,458.9755978
64.00053334,458.9934589
65.00054167,459.0113199
66.00055,459.0291809
67.00055834,459.047042
68.00056667,459.064903
69.000575,459.082764
70.00058334,459.1006251
71.00059167,459.1184861
72.00060001,459.1363471
73.00060834,459.1542082
74.00061667,459.1720692
75.00062501,459.1899302
76.00063334,459.2077913
77.00064167,459.2256523
78.00065001,459.2435133
79.00065834,459.2613744
80.00066667,459.2792354
81.00067501,459.2970964
82.00068334,459.3149575
83.00069167,459.3328185
84.00070001,459.3506795
85.00070834,459.3685406
86.00071667,459.3864016
87.00072501,459.4042626
88.00073334,459.4221237
89.00074167,459.4399847
90.00075001,459.4578457
91.00075834,459.4757068
92.00076667,459.4935678
93.00077501,459.5114288
